ID,connection,eigenvector,closeness,betweenness,pagerank
252,0.000985222,2.32E-07,0.056024728,9.74E-05,0.000407975
253,0.000985222,5.05E-07,0.059113014,0.001032112,0.000413402
254,0.001477833,1.63E-06,0.060246327,0.000258094,0.000514708
255,0.000492611,1.64E-05,0.065464865,0,0.000216737
256,0.000985222,2.78E-06,0.06009651,0.002270215,0.00043236
257,0.000985222,4.27E-07,0.057552733,0.001528967,0.000445291
258,0.000985222,7.83E-08,0.055555556,0.000901946,0.000440295
259,0.000985222,8.58E-08,0.05589207,0.001024143,0.000417982
260,0.001477833,4.60E-07,0.058765632,0.001880589,0.000552954
261,0.000985222,7.68E-06,0.063762289,0,0.000367171
262,0.001477833,7.88E-06,0.064175518,0.0030595,0.000523635
263,0.001970443,1.52E-06,0.061552456,0.003080029,0.00070061
264,0.000985222,3.57E-07,0.058263016,0.000723747,0.000396929
265,0.000985222,8.32E-07,0.06045265,0.000954466,0.000410348
266,0.001477833,5.22E-06,0.063291139,0.002946744,0.000591254
267,0.000985222,8.27E-07,0.059598955,0.000449124,0.000426235
268,0.000985222,3.38E-07,0.059015059,0.000299964,0.000434165
269,0.000985222,1.44E-06,0.06157486,0.001012526,0.000422251
270,0.001477833,9.36E-06,0.064972475,0.001845211,0.000577482
271,0.001477833,9.36E-06,0.06503492,0.00170293,0.000575414
272,0.001477833,5.22E-05,0.068960832,0.005070794,0.000569329
273,0.000985222,3.84E-07,0.05983435,0.000361585,0.000420218
274,0.000985222,1.45E-06,0.062094702,0.000954225,0.000415459
275,0.000985222,1.07E-06,0.060687593,0.000573882,0.000399418
276,0.001970443,4.12E-05,0.067961165,0.005746689,0.000575958
277,0.001477833,4.03E-05,0.067594566,0,0.000429636
278,0.000492611,2.13E-07,0.058018234,0,0.000226657
279,0.001970443,1.36E-06,0.061589806,0.003566078,0.000719076
280,0.001477833,6.61E-06,0.064505879,0.005323185,0.000518817
281,0.002463054,0.000132223,0.071408471,0.004205018,0.00067534
282,0.000985222,3.42E-05,0.066108705,3.77E-05,0.000339044
283,0.001970443,0.000538275,0.075263236,0.005608674,0.000558329
284,0.002955665,0.00074821,0.074999076,0.006011221,0.000898976
285,0.000492611,0.000111252,0.06976904,0,0.000201236
286,0.001477833,0.002569238,0.080434266,0.011383895,0.000431159
287,0.002463054,0.000357939,0.07180757,0.002238298,0.000725585
288,0.001477833,0.001343996,0.076358849,0.003452141,0.000448137
289,0.002463054,0.000171049,0.070781032,0.001649242,0.000706797
290,0.001477833,8.56E-05,0.067668922,0.000493139,0.000466296
291,0.000985222,5.84E-05,0.067003334,9.84E-05,0.000341233
292,0.000985222,0.000113837,0.069898767,0.003276311,0.000383954
293,0.000985222,1.73E-05,0.065553654,0.002344212,0.000429215
294,0.000985222,2.65E-06,0.062003665,0.001458396,0.000453517
295,0.000985222,4.16E-07,0.05889179,0.000618593,0.000462204
296,0.000985222,4.77E-07,0.058975625,0.000822752,0.000449502
297,0.000985222,1.34E-07,0.056321616,0.000308518,0.000462426
298,0.000985222,2.92E-08,0.053383123,0.000985222,0.00053141
299,0.000492611,4.49E-09,0.050679049,0,0.000300099
300,0.000985222,1.88E-07,0.056388889,0.001969472,0.000477987
301,0.001477833,7.83E-06,0.063461298,0.005947673,0.000565505
302,0.000985222,7.67E-06,0.063433535,0,0.000384373
303,0.001477833,1.23E-06,0.059749816,0.005024604,0.000627193
304,0.000985222,1.89E-07,0.056512903,0.001169437,0.000448064
305,0.000985222,3.21E-08,0.053700862,0.000255569,0.000461853
306,0.000985222,2.33E-08,0.053460445,0.000194131,0.00046491
307,0.000985222,1.22E-07,0.056054121,0.001040159,0.000458538
308,0.001477833,7.93E-07,0.059211294,0.004886593,0.00065919
309,0.000985222,5.08E-06,0.062858028,0.005806846,0.000429451
310,0.000985222,1.21E-07,0.055909003,0.001969472,0.000490736
311,0.000985222,1.86E-08,0.052952838,0.000985222,0.000539819
312,0.000492611,2.83E-09,0.050291094,0,0.000303721
313,0.000985222,5.57E-06,0.063010212,0.002615247,0.000399218
314,0.000985222,1.73E-05,0.063299033,0.002693917,0.000391606
315,0.001970443,0.000111001,0.067151836,0.015004683,0.00070065
316,0.001477833,0.000674763,0.070998881,0.029355872,0.000519068
317,0.000985222,1.96E-05,0.063516896,0.003571072,0.000383044
318,0.000985222,5.45E-06,0.059318567,0.00294215,0.000408014
319,0.001477833,8.51E-07,0.056015453,0.001965426,0.000650222
320,0.000492611,1.27E-07,0.053045546,0,0.000258498
321,0.000985222,1.49E-07,0.053067733,6.07E-06,0.000433834
322,0.001477833,1.50E-07,0.05308161,0.000987326,0.000617788
323,0.001477833,1.60E-07,0.053117722,0.001095643,0.000582138
324,0.000985222,2.69E-08,0.050443555,1.41E-05,0.000428074
325,0.000985222,2.83E-08,0.050456093,1.89E-05,0.000420039
326,0.001477833,4.87E-07,0.055487222,0.002869037,0.000612776
327,0.001970443,9.43E-07,0.056061861,0.003614937,0.000723302
328,0.000985222,2.81E-07,0.053092716,4.45E-06,0.000385537
329,0.001477833,9.36E-07,0.056030914,0.000982592,0.000554973
330,0.000985222,2.73E-07,0.053062185,4.05E-07,0.000398238
331,0.001970443,5.73E-06,0.059348049,0.007994981,0.000701816
332,0.001970443,3.10E-06,0.058706151,0.005701898,0.000738508
333,0.000985222,4.76E-07,0.055470543,0.00089746,0.000409874
334,0.002955665,3.58E-05,0.06304152,0.018990297,0.001053421
335,0.000985222,5.44E-06,0.059318567,0.002931306,0.000401692
336,0.001477833,0.000108038,0.066420181,0.017321632,0.00052451
337,0.001477833,1.69E-05,0.062321555,0.007644583,0.000542757
338,0.000985222,7.43E-08,0.052574329,0.000985222,0.000485289
339,0.000492611,1.11E-08,0.049949558,0,0.00028038
340,0.000985222,2.98E-06,0.058685785,0,0.000384753
341,0.000985222,9.43E-08,0.052802705,7.24E-06,0.000420459
342,0.000985222,1.55E-07,0.05309966,9.48E-05,0.000406878
343,0.000985222,9.68E-08,0.052820566,2.35E-05,0.000411828
344,0.000985222,8.32E-07,0.056016998,0.001952639,0.00041983
345,0.000985222,5.44E-06,0.059308169,0.000985222,0.000448072
346,0.000492611,8.09E-07,0.055989188,0,0.000263979
347,0.001477833,1.03E-05,0.067007757,0.004712303,0.000584306
348,0.001477833,6.14E-06,0.06247884,0.000972524,0.000578318
349,0.001970443,6.06E-06,0.062011241,0.003936517,0.000807201
350,0.003940887,3.25E-05,0.065649052,0.009733011,0.001519319
351,0.000985222,9.92E-06,0.063554679,0.000470734,0.000400643
352,0.000492611,4.85E-06,0.061606628,0,0.000235417
353,0.000492611,4.85E-06,0.061606628,0,0.000235417
354,0.000492611,9.10E-07,0.058392061,0,0.000245375
355,0.000985222,9.33E-07,0.05839878,0.001969472,0.000469038
356,0.000985222,1.45E-07,0.055181037,0.000985222,0.000525936
357,0.000492611,2.25E-08,0.052296674,0,0.000297518
358,0.000985222,2.47E-06,0.063039563,0.001061464,0.000403566
359,0.000492611,4.85E-06,0.061606628,0,0.000235417
360,0.000492611,4.85E-06,0.061606628,0,0.000235417
361,0.001970443,0.000176847,0.069742674,0.010623005,0.000659772
362,0.000985222,4.24E-05,0.06520203,1.07E-05,0.000366598
363,0.000985222,0.000108278,0.069484854,0.000340636,0.000359914
364,0.000985222,0.000298898,0.071188105,0,0.000337285
365,0.001477833,0.001325854,0.076104071,0.002589409,0.000470706
366,0.002955665,0.000686211,0.074665294,0.008611503,0.000916799
367,0.001477833,0.000428769,0.074481746,0.00548253,0.00048742
368,0.000985222,0.000165683,0.069484854,4.03E-06,0.000342177
369,0.001477833,8.12E-06,0.063884693,0.005165763,0.0005415
370,0.000492611,3.87E-07,0.056950484,0,0.000248226
371,0.000492611,3.87E-07,0.056950484,0,0.000248226
372,0.003940887,2.55E-06,0.060387911,0.00802663,0.001634935
373,0.000985222,3.97E-07,0.05695368,0.000985222,0.00048718
374,0.000492611,6.17E-08,0.053886175,0,0.000280132
375,0.001477833,8.10E-06,0.063928954,0.001209201,0.000525256
376,0.001477833,2.42E-06,0.060564473,0.001177219,0.000543662
377,0.001477833,6.48E-06,0.063395896,0.000797227,0.000528822
378,0.001477833,6.50E-06,0.06336028,0.00388263,0.000545066
379,0.000985222,3.97E-07,0.05695368,0.000985222,0.00048718
380,0.000492611,6.17E-08,0.053886175,0,0.000280132
381,0.000492611,3.87E-07,0.056950484,0,0.000248226
382,0.000492611,3.87E-07,0.056950484,0,0.000248226
383,0.000985222,8.29E-06,0.065043255,0.000984251,0.000428074
384,0.000985222,8.31E-06,0.065815069,0.00175487,0.000409897
385,0.000985222,1.60E-06,0.06281718,0.001040316,0.00040203
386,0.000985222,8.29E-06,0.065043255,0.000984251,0.000428074
387,0.000985222,1.45E-06,0.061078349,4.86E-07,0.000444942
388,0.000985222,1.45E-06,0.061078349,4.86E-07,0.000444942
389,0.000985222,1.58E-06,0.062867761,0.00190938,0.000434173
390,0.000985222,2.50E-07,0.059240669,0.000953295,0.000456116
391,0.000985222,6.70E-08,0.056159571,0.000390644,0.00046801
392,0.001477833,1.93E-07,0.058219571,0.001527113,0.000701905
393,0.000985222,1.20E-06,0.061072836,0.002189746,0.000467908
394,0.000492611,2.87E-08,0.055018023,0,0.000273529
395,0.001477833,0.000341103,0.074020055,0.011467,0.000583132
396,0.001970443,5.44E-05,0.069558662,0.006210874,0.000777585
397,0.000985222,5.18E-05,0.069010063,0.004037016,0.00043372
398,0.000985222,7.88E-06,0.064686763,0.003083632,0.000455901
399,0.002463054,4.37E-08,0.051838611,0.003662879,0.001053537
400,0.002463054,1.58E-07,0.054656579,0.008027366,0.000909569
401,0.003448276,4.78E-07,0.057433866,0.007968433,0.001250357
402,0.000985222,1.01E-06,0.059995271,0.004052124,0.000371509
403,0.001970443,6.43E-06,0.063133669,0.009738555,0.000661875
404,0.001477833,6.25E-06,0.063267469,0.004898661,0.000514037
405,0.001477833,1.17E-06,0.059553495,0.006196355,0.000531846
406,0.000985222,1.83E-07,0.056285698,0.005247228,0.000394422
407,0.001477833,1.18E-06,0.059718177,0.001810049,0.000528733
408,0.001477833,2.69E-07,0.056964867,0.00113158,0.000577543
409,0.000492611,4.45E-08,0.05389619,0,0.000237393
410,0.001970443,1.67E-08,0.051410627,0.001800913,0.000801146
411,0.000985222,3.56E-08,0.05184523,0.000676565,0.000398211
412,0.000985222,5.47E-09,0.048900344,3.89E-05,0.000423927
413,0.000985222,7.61E-09,0.050878468,0.000423896,0.000424093
414,0.000492611,3.87E-09,0.048897989,0,0.000243877
415,0.001970443,3.52E-08,0.053601605,0.004485555,0.000798435
416,0.000492611,6.25E-09,0.050875918,0,0.000243704
417,0.000492611,1.03E-08,0.049285003,0,0.000253518
418,0.000492611,1.03E-08,0.049285003,0,0.000253518
419,0.000492611,1.03E-08,0.049285003,0,0.000253518
420,0.000985222,1.58E-08,0.049445865,2.43E-05,0.000426179
421,0.000985222,2.27E-08,0.051739518,0.000296961,0.00040539
422,0.001477833,8.57E-08,0.054546432,0.001256917,0.000533237
423,0.002463054,2.82E-07,0.057472891,0.007834362,0.000824589
424,0.001477833,1.28E-07,0.054749447,0.002457476,0.00051669
425,0.000985222,2.44E-07,0.052393857,0.002285898,0.000356918
426,0.001970443,9.41E-07,0.0544674,0.00380591,0.000642923
427,0.002463054,4.32E-06,0.060025429,0.020063393,0.000700108
428,0.002463054,1.94E-06,0.056811821,0.010304331,0.000697855
429,0.002463054,2.06E-06,0.057014464,0.002330003,0.000695521
430,0.001970443,1.84E-06,0.057009661,0.002113646,0.000566355
431,0.001477833,1.32E-06,0.056786394,0.003395802,0.000448333
432,0.001477833,4.78E-07,0.053774834,0.002423674,0.000484705
433,0.001477833,6.98E-07,0.053781958,5.47E-06,0.000464478
434,0.001970443,7.35E-07,0.053791934,0.008359186,0.00063426
435,0.000492611,1.98E-08,0.046338568,0,0.000269338
436,0.001477833,7.89E-08,0.048589004,0.001969958,0.000688226
437,0.001477833,2.80E-07,0.051064044,0.002952752,0.000556769
438,0.002955665,3.53E-07,0.051067898,0.003478171,0.001075954
439,0.001477833,1.78E-07,0.051052486,0.001444959,0.000536308
440,0.000985222,1.31E-07,0.04859482,2.64E-06,0.000378671
441,0.001477833,1.40E-07,0.048597146,0.00098786,0.000581573
442,0.000492611,3.50E-08,0.046345974,0,0.00023838
443,0.000492611,8.74E-08,0.048587841,0,0.000226505
444,0.000492611,8.74E-08,0.048587841,0,0.000226505
445,0.000492611,3.17E-08,0.051825377,0,0.000228189
446,0.001477833,1.12E-06,0.060360976,0.006376213,0.000538813
447,0.001477833,1.08E-06,0.060326895,0.008084683,0.00051556
448,0.001477833,6.65E-06,0.063914864,0.016243497,0.000523572
449,0.000492611,8.11E-08,0.054315835,0,0.000225817
450,0.000492611,8.11E-08,0.054315835,0,0.000225817
451,0.001477833,2.62E-07,0.057163776,0.000985222,0.000581191
452,0.000492611,4.41E-08,0.054074212,0,0.000238474
453,0.000492611,2.15E-07,0.051655258,0,0.000210487
454,0.000985222,2.18E-07,0.057150901,0,0.00036018
455,0.000492611,1.74E-06,0.062714325,0,0.000246785
456,0.001970443,1.16E-05,0.066908372,0.005825914,0.000812118
457,0.000985222,1.78E-06,0.062774445,0.003553448,0.000440198
458,0.000985222,2.80E-07,0.059156079,0.002596524,0.000454077
459,0.001477833,6.37E-08,0.056057217,0.002155698,0.000684337
460,0.000985222,1.01E-08,0.053085774,0.000985222,0.000516832
461,0.000492611,1.61E-09,0.050410986,0,0.000293955
462,0.000985222,1.28E-07,0.056616929,0.000595348,0.000462623
463,0.000492611,5.07E-06,0.063088542,0,0.000249335
464,0.000985222,1.18E-06,0.059806146,0.017585406,0.000390525
465,0.002463054,2.49E-07,0.056486171,0.016657077,0.000927413
466,0.000985222,1.05E-08,0.050777928,0.002952752,0.000456308
467,0.001477833,5.24E-08,0.053484389,0.004753245,0.00058738
468,0.001477833,5.26E-08,0.053475936,0.002129144,0.000568267
469,0.001477833,2.16E-08,0.050777928,0.000660052,0.000577426
470,0.000985222,6.65E-09,0.04832758,1.05E-06,0.000410969
471,0.000985222,1.15E-08,0.05076523,0.000327517,0.000410421
472,0.001477833,2.34E-09,0.048329881,0.001969958,0.00075662
473,0.000492611,4.98E-10,0.046102834,0,0.000289303
474,0.000492611,4.98E-10,0.046102834,0,0.000289303
475,0.001970443,5.41E-08,0.053484389,0.005899191,0.000761562
476,0.000985222,1.37E-08,0.050775388,0,0.000397191
477,0.000492611,1.05E-08,0.050770308,0,0.00023583
478,0.001970443,1.50E-08,0.050779198,0.002952994,0.000759279
479,0.000985222,3.57E-09,0.048328731,0.000492368,0.000417416
480,0.000985222,3.57E-09,0.048328731,0.000492368,0.000417416
481,0.000985222,1.65E-09,0.046103881,2.43E-07,0.000428575
482,0.000492611,4.60E-08,0.053467485,0,0.000231154
483,0.002463054,4.30E-07,0.056407691,0.003927534,0.000740939
484,0.002463054,4.30E-07,0.056407691,0.003927534,0.000740939
485,0.000985222,1.80E-07,0.053399974,9.71E-08,0.000325714
486,0.001477833,2.18E-07,0.053411214,0.001310489,0.00046463
487,0.001970443,1.58E-07,0.050717034,0.002953237,0.000653898
488,0.001477833,4.31E-08,0.048274714,0.001969958,0.000652696
489,0.000492611,1.08E-08,0.046052632,0,0.000258868
490,0.000492611,1.08E-08,0.046052632,0,0.000258868
491,0.001477833,2.18E-07,0.053411214,0.001310489,0.00046463
492,0.001477833,2.18E-07,0.053411214,0.001310489,0.00046463
493,0.001477833,1.32E-06,0.059749816,0.009808613,0.000471321
494,0.001477833,2.41E-07,0.056467316,0.014678631,0.000524912
495,0.000985222,1.18E-06,0.059792053,0.01564701,0.000380266
496,0.002463054,7.43E-08,0.053478753,0.007617622,0.000844336
497,0.002463054,4.60E-08,0.050784279,0.0024327,0.000828473
498,0.001970443,6.49E-08,0.053474527,0.005135125,0.000688443
499,0.000985222,1.38E-08,0.048333333,0.000393862,0.00037938
500,0.000985222,8.73E-09,0.046110165,4.05E-07,0.000386745
501,0.001970443,2.18E-08,0.050777928,0.002462419,0.000805101
502,0.000985222,9.80E-09,0.048334484,4.58E-06,0.000404331
503,0.001477833,1.85E-08,0.050774118,0.000985904,0.000560625
504,0.000985222,1.60E-08,0.05076396,0.000491314,0.000389065
505,0.000985222,8.17E-09,0.048324129,8.50E-07,0.000398591
506,0.000492611,5.37E-09,0.048325279,0,0.000245211
507,0.000985222,2.15E-08,0.050770308,0.000523962,0.000369058
508,0.000985222,2.78E-08,0.050775388,0,0.00035823
509,0.001477833,1.91E-08,0.048335635,0.000592024,0.000536398
510,0.002463054,2.21E-05,0.050796987,0.00138482,0.000616135
511,0.001477833,1.47E-05,0.048350601,3.64E-07,0.000388843
512,0.001477833,9.49E-06,0.048354057,0.000984898,0.000439239
513,0.001477833,3.77E-06,0.04613217,0.000986193,0.000537734
514,0.001477833,6.82E-06,0.048354057,0.001968015,0.000519224
515,0.002955665,2.58E-05,0.050800801,0.003408435,0.0007427
516,0.001970443,1.73E-05,0.050795716,0.000843695,0.000509678
517,0.001970443,1.88E-05,0.050790633,0.000262281,0.000494458
518,0.000985222,9.13E-06,0.053475936,6.47E-07,0.000281095
519,0.003448276,3.17E-05,0.053494255,0.006105927,0.000801636
520,0.001970443,1.70E-05,0.053467485,8.50E-07,0.000486649
521,0.001970443,2.03E-05,0.05647517,0.003567146,0.000481353
522,0.002955665,2.48E-05,0.053492846,0.003700768,0.000713489
523,0.001970443,2.03E-05,0.05647517,0.003567146,0.000481353
524,0.002463054,1.90E-05,0.059806146,0.017586255,0.000620307
525,0.001970443,2.03E-05,0.05647517,0.003567146,0.000481353
526,0.001970443,1.68E-05,0.056473599,0.002990546,0.000499715
527,0.003448276,0.000398334,0.053477345,0.003435404,0.000706745
528,0.002463054,0.000258238,0.050776658,0.00098336,0.000542767
529,0.002955665,0.000279493,0.050779198,0.001475728,0.000652728
530,0.001477833,0.000159354,0.048331032,3.72E-07,0.000351332
531,0.002955665,0.000279493,0.050779198,0.001475728,0.000652728
532,0.000985222,0.000108999,0.048328731,8.09E-08,0.000258974
533,0.001477833,0.000159354,0.048331032,3.72E-07,0.000351332
534,0.001477833,0.000159354,0.048331032,3.72E-07,0.000351332
535,0.002463054,0.000330818,0.056462604,0.002692003,0.000514854
536,0.001970443,0.000251734,0.053456221,6.56E-07,0.000425324
537,0.003940887,0.000447959,0.053478753,0.00344088,0.000799175
538,0.001970443,0.000233207,0.056461034,0.002079305,0.000436172
539,0.002463054,0.000330818,0.056462604,0.002692003,0.000514854
540,0.002955665,0.000310081,0.059799099,0.016618077,0.000645741
541,0.002463054,0.000288605,0.053459037,1.76E-06,0.000521698
542,0.002463054,0.000330818,0.056462604,0.002692003,0.000514854
543,0.002463054,0.000298617,0.056462604,0.001591533,0.000521791
544,0.001477833,0.000189091,0.053464669,1.01E-06,0.000340012
545,0.001477833,0.000223832,0.068780918,0.003935222,0.000546696
546,0.001477833,3.65E-05,0.064364755,0.000984493,0.000562564
547,0.000985222,1.09E-05,0.060477865,1.62E-07,0.000392561
548,0.001477833,3.65E-05,0.064364755,0.000984493,0.000562564
549,0.000985222,1.09E-05,0.060477865,1.62E-07,0.000392561
550,0.000985222,3.47E-05,0.064352512,0.000492368,0.000432402
551,0.000985222,1.03E-05,0.060467056,2.43E-07,0.000439958
552,0.001477833,0.000223286,0.068771597,0.002952994,0.000600522
553,0.000985222,3.47E-05,0.064352512,0.000492368,0.000432402
554,0.000985222,3.47E-05,0.064352512,0.000492368,0.000432402
555,0.000985222,1.03E-05,0.060467056,2.43E-07,0.000439958
556,0.000985222,3.47E-05,0.064352512,0.000492368,0.000432402
557,0.001477833,0.000223286,0.068771597,0.002952994,0.000600522
558,0.001477833,3.66E-05,0.064372919,0.000984008,0.000570589
559,0.000985222,1.10E-05,0.060488677,3.24E-07,0.000400931
560,0.001970443,3.74E-05,0.064377002,0.001969229,0.000772857
561,0.001477833,0.000223979,0.068790241,0.004916721,0.000556265
562,0.000985222,1.10E-05,0.060488677,3.24E-07,0.000400931
563,0.000492611,5.57E-06,0.060485072,0,0.000238683
564,0.000985222,1.15E-05,0.060488677,1.21E-07,0.000365863
565,0.001970443,3.85E-05,0.064377002,0.001476376,0.000684467
566,0.000985222,1.15E-05,0.060488677,1.21E-07,0.000365863
567,0.000985222,1.15E-05,0.060488677,1.21E-07,0.000365863
568,0.001970443,3.85E-05,0.064377002,0.001476376,0.000684467
569,0.001477833,1.21E-05,0.060513921,0.000656887,0.000517878
570,0.001970443,3.87E-05,0.064397424,0.001802841,0.000664573
571,0.002463054,3.96E-05,0.06440151,0.003115159,0.000823933
572,0.000985222,1.17E-05,0.060510314,2.19E-07,0.000356096
573,0.000985222,2.75E-06,0.057065752,3.40E-07,0.000379438
574,0.000985222,6.31E-06,0.060510314,0.000328164,0.000376186
575,0.000985222,1.17E-05,0.060510314,2.19E-07,0.000356096
576,0.001477833,0.000224645,0.068808894,0.006876376,0.000505274
577,0.000985222,9.75E-07,0.057086614,2.43E-06,0.00044929
578,0.000985222,9.58E-07,0.057083404,1.46E-06,0.000448812
579,0.000985222,5.45E-06,0.060524747,0.000983279,0.000432855
580,0.001477833,3.57E-05,0.064411727,0.002456985,0.000594185
581,0.000985222,1.07E-05,0.060531966,1.70E-06,0.000411764
582,0.001970443,3.65E-05,0.064419904,0.004425486,0.000798751
583,0.000985222,5.56E-06,0.060526551,0.000985222,0.000479484
584,0.000492611,8.28E-07,0.057073774,0,0.000277746
585,0.000985222,5.58E-06,0.060531966,0.000985222,0.00043443
586,0.001477833,0.000223703,0.068827558,0.008833734,0.000568524
587,0.001477833,0.000224142,0.068808894,0.006876805,0.000566984
588,0.001970443,3.75E-05,0.064397424,0.002459898,0.000789346
589,0.001477833,1.14E-05,0.060513921,0.000985869,0.00062338
590,0.001970443,3.75E-05,0.064397424,0.002459898,0.000789346
591,0.000985222,1.12E-05,0.060510314,6.47E-07,0.000410365
592,0.000492611,5.59E-06,0.0605031,0,0.00024211
593,0.000492611,1.70E-06,0.057062544,0,0.000249939
594,0.000492611,5.59E-06,0.0605031,0,0.00024211
595,0.001477833,0.000223286,0.068771597,0.002952994,0.000600522
596,0.000985222,3.47E-05,0.064352512,0.000492368,0.000432402
597,0.000985222,1.03E-05,0.060467056,2.43E-07,0.000439958
598,0.000985222,3.47E-05,0.064352512,0.000492368,0.000432402
599,0.001477833,0.000223286,0.068771597,0.002952994,0.000600522
600,0.000985222,3.47E-05,0.064352512,0.000492368,0.000432402
601,0.000985222,3.47E-05,0.064352512,0.000492368,0.000432402
602,0.000985222,1.03E-05,0.060467056,2.43E-07,0.000439958
603,0.000985222,3.67E-05,0.064368837,0.000327922,0.000367614
604,0.001970443,0.000230007,0.068790241,0.004917287,0.000675544
605,0.001477833,3.84E-05,0.064372919,0.00082029,0.000525697
606,0.001477833,3.84E-05,0.064372919,0.00082029,0.000525697
607,0.000985222,1.14E-05,0.060485072,1.62E-07,0.000370603
608,0.001477833,1.69E-05,0.060488677,8.90E-07,0.000526275
609,0.000985222,1.09E-05,0.060477865,1.62E-07,0.000392561
610,0.001477833,3.65E-05,0.064364755,0.000984493,0.000562564
611,0.001477833,3.65E-05,0.064364755,0.000984493,0.000562564
612,0.001477833,0.000223832,0.068780918,0.003935222,0.000546696
613,0.000985222,1.09E-05,0.060477865,1.62E-07,0.000392561
614,0.000985222,6.29E-06,0.060876867,0.000492368,0.000436889
615,0.000985222,6.29E-06,0.060876867,0.000492368,0.000436889
616,0.000985222,1.87E-06,0.057388404,2.43E-07,0.000443409
617,0.001477833,4.05E-05,0.064816884,0.002952994,0.000609811
618,0.000985222,6.29E-06,0.060876867,0.000492368,0.000436889
619,0.000985222,6.29E-06,0.060876867,0.000492368,0.000436889
620,0.000985222,1.87E-06,0.057388404,2.43E-07,0.000443409
621,0.001477833,4.05E-05,0.064816884,0.002952994,0.000609811
622,0.000985222,6.29E-06,0.060876867,0.000492368,0.000436889
623,0.000985222,1.87E-06,0.057388404,2.43E-07,0.000443409
624,0.000985222,6.29E-06,0.060876867,0.000492368,0.000436889
625,0.001477833,4.05E-05,0.064816884,0.002952994,0.000609811
626,0.001477833,1.63E-07,0.054353647,0.000822798,0.000611944
627,0.000985222,6.92E-08,0.051560793,1.98E-06,0.000424588
628,0.000985222,3.02E-07,0.054350736,0.000656207,0.000417238
629,0.001477833,1.96E-06,0.05746313,0.00163977,0.000574963
630,0.000985222,4.70E-08,0.051560793,2.87E-06,0.000433253
631,0.000985222,9.84E-07,0.057459877,0.001801141,0.00040829
632,0.001477833,3.36E-07,0.047432123,0.030209469,0.000536257
633,0.001477833,1.13E-07,0.045289249,0.001457175,0.000602182
634,0.000492611,2.89E-08,0.043327926,0,0.000244493
635,0.002463054,5.87E-08,0.04176611,0.004923195,0.001009426
636,0.001970443,1.47E-07,0.043648405,0.015644519,0.000634388
637,0.001477833,9.21E-08,0.041840142,0.000275804,0.000513184
638,0.001477833,8.92E-08,0.040336201,0.001231517,0.000492139
639,0.000985222,7.57E-08,0.043470812,3.29E-05,0.000396787
640,0.001970443,1.29E-07,0.041930886,0.001238884,0.000623638
641,0.001970443,7.33E-08,0.043482917,0.007584119,0.000820063
642,0.002463054,1.39E-07,0.042020286,0.012095513,0.00076659
643,0.001477833,5.17E-08,0.038954559,0.001012584,0.000547594
644,0.001477833,5.62E-08,0.040332996,0.002141065,0.00051693
645,0.000985222,3.84E-08,0.03894858,1.92E-05,0.000359919
646,0.001970443,8.09E-08,0.040523006,0.007324997,0.000658903
647,0.000985222,8.15E-08,0.037910621,0.002889535,0.00036301
648,0.000985222,0.000672577,0.070486111,0.001969472,0.000448755
649,0.000985222,0.000102128,0.065851364,0.000985222,0.000511504
650,0.000492611,1.52E-05,0.061784758,0,0.000291933
651,0.001970443,1.50E-07,0.056192216,0.25039052,0.000736064
652,0.000985222,1.55E-07,0.066886326,0.248526902,0.000408227
653,0.000985222,1.48E-08,0.050698035,0.03390493,0.000423431
654,0.001477833,0.001688359,0.08,0.001687135,0.000558956
655,0.000985222,0.009110166,0.086900685,0,0.000291057
656,0.000985222,0.000369911,0.077365753,0.00028326,0.000370096
657,0.000985222,0.000305887,0.075658753,1.89E-06,0.000389708
658,0.000985222,0.000760319,0.076768899,0.000470032,0.000398381
659,0.000985222,0.031360039,0.089914515,0.090152882,0.00032304
660,0.000985222,0.001433335,0.073842348,0.005896763,0.000365139
661,0.000985222,0.001433405,0.073842348,0.005896763,0.000353861
662,0.000985222,0.001433436,0.073853094,0.007854581,0.000350784
663,0.000985222,0.001433293,0.073863843,0.009808515,0.000369187
664,0.000985222,0.00143336,0.073853094,0.007854581,0.000368243
665,0.000985222,0.001433231,0.073831606,0.00393506,0.000378788
666,0.000985222,0.001433231,0.073831606,0.00393506,0.000378788
667,0.001477833,0.028448676,0.080999122,0.030797959,0.000451616
668,0.001477833,0.001606948,0.082664821,0.035624042,0.000462884
669,0.001970443,0.148031659,0.091326255,0.001674783,0.000446117
670,0.001970443,0.002715349,0.086663251,0.088162938,0.000554067
671,0.002463054,0.096782298,0.088894728,0.009969619,0.000562156
672,0.001970443,0.03147103,0.082884207,0.005026267,0.000499374
673,0.001477833,4.06E-05,0.064874884,0.009809689,0.000557834
674,0.000985222,9.82E-07,0.057456624,0.001474312,0.000422599
675,0.000985222,1.53E-07,0.054347826,0.000492813,0.000437594
676,0.001477833,6.46E-06,0.060946319,0.003765029,0.00057465
677,0.001477833,6.46E-06,0.060946319,0.00409109,0.000568564
678,0.001477833,0.000226053,0.06921713,0.01757448,0.000511098
679,0.001477833,5.19E-05,0.065806535,0.003162075,0.000516467
680,0.001477833,4.33E-05,0.064945452,0.00585976,0.000512346
681,0.001477833,1.34E-05,0.061052632,0.010102253,0.00051687
682,0.001477833,1.16E-06,0.057587019,0.004575446,0.000563433
